"Date","DissolvedOxygenppm","DissolvedOxygenppm_Qual","WaterTemperature","WaterTemperature_Qual"
"04:45:00 13/12/2007",4.8,2,19.8,2
"04:45:00 14/02/2008",4.913,2,21.9,2
"04:45:00 14/05/2013",10.207,15,12.1,2
"04:45:00 15/01/2007",5.768,2,20.9,2
"04:45:00 15/05/2013",10.17,15,11.8,2
"04:45:00 15/11/2007",9.158,2,18.6,2
"04:45:00 17/01/2009",7.601,15,23.9,2
"04:45:00 17/04/2008",8.118,2,16.3,2
"04:45:00 17/08/2010",10.989,15,10,2
"04:45:00 17/09/2008",8.683,2,NA,NA
"04:45:00 17/10/2006",8.185,2,15.9,2
"04:45:00 18/01/2007",5.18,2,NA,NA
"04:45:00 18/10/2010",8.986,2,13.5,2
"04:45:00 21/02/2011",6.994,100,21.2,2
"04:45:00 21/03/2010",3.846,2,22.3,2
"04:45:00 21/09/2006",9.267,2,14.9,2
"04:45:00 22/04/2010",8.773,2,18.3,2
"04:45:00 22/09/2006",9.233,2,14.8,2
"04:45:00 23/03/2010",6.595,2,20.7,2
"04:45:00 23/03/2011",3.225,100,20.6,2
"04:45:00 23/08/2006",7.253,2,NA,NA
"04:45:00 25/01/2009",NA,180,NA,180
"04:45:00 26/10/2012",8.698,2,16.2,2
"04:45:00 27/12/2008",9.085,100,NA,NA
"04:45:00 28/12/2008",NA,NA,21.2,2
"04:45:00 30/10/2007",7.561,2,17.3,2
"04:45:00 30/11/2012",5.433,2,24.4,2
"04:45:00 31/12/2012",5.564,2,21.4,2
"04:46:00 02/01/2009",NA,NA,19.4,2
"04:46:00 27/12/2008",8.985,100,NA,NA
"04:46:00 28/12/2008",NA,NA,21.1,2
"04:48:00 02/05/2013",9.553,15,11.6,2
"04:48:00 03/05/2013",9.716,15,11.1,2
"04:48:00 04/05/2013",9.579,15,11.4,2
"04:48:00 05/05/2013",9.741,15,11.2,2
"04:48:00 06/05/2013",9.704,15,11.3,2
"04:48:00 07/05/2013",9.667,15,11.1,2
"04:48:00 08/05/2013",9.73,15,11.5,2
"04:48:00 09/05/2013",9.993,15,11.3,2
"04:48:00 10/05/2013",10.156,15,11.7,2
"04:48:00 11/05/2013",10.119,15,12,2
"04:48:00 12/05/2013",10.082,15,12.2,2
"04:48:00 13/05/2013",10.045,15,12.8,2
"04:48:00 14/05/2013",10.208,15,12.1,2
"04:48:00 15/05/2013",10.17,15,11.8,2
"04:50:00 10/01/2009",NA,NA,19.5,2
"04:51:00 02/05/2013",9.553,15,11.6,2
"04:51:00 03/05/2013",9.716,15,11.1,2
"04:51:00 04/05/2013",9.579,15,11.4,2
"04:51:00 05/05/2013",9.742,15,11.2,2
"04:51:00 06/05/2013",9.705,15,11.3,2
"04:51:00 07/05/2013",9.667,15,11.1,2
"04:51:00 08/05/2013",9.73,15,11.5,2
"04:51:00 09/05/2013",9.993,15,11.3,2
"04:51:00 10/01/2009",NA,NA,19.4,2
"04:51:00 10/05/2013",10.156,15,11.7,2
"04:51:00 11/05/2013",10.119,15,12,2
"04:51:00 12/05/2013",10.082,15,12.2,2
"04:51:00 13/05/2013",10.045,15,12.8,2
"04:51:00 14/05/2013",10.208,15,12.1,2
"04:51:00 15/05/2013",10.171,15,11.8,2
"04:54:00 02/05/2013",9.653,15,11.6,2
"04:54:00 03/01/2009",7.478,2,NA,NA
"04:54:00 03/05/2013",9.716,15,11.1,2
"04:54:00 04/05/2013",9.579,15,11.4,2
"04:54:00 05/05/2013",9.742,15,11.2,2
"04:54:00 06/05/2013",9.705,15,11.3,2
"04:54:00 07/05/2013",9.668,15,11.1,2
"04:54:00 08/05/2013",9.73,15,11.5,2
"04:54:00 09/05/2013",9.993,15,11.3,2
"04:54:00 10/05/2013",10.156,15,11.7,2
"04:54:00 11/05/2013",10.119,15,12,2
"04:54:00 12/05/2013",10.082,15,12.2,2
"04:54:00 13/05/2013",10.045,15,12.8,2
"04:54:00 14/05/2013",10.208,15,12.1,2
"04:54:00 15/05/2013",10.171,15,11.8,2
"04:55:00 03/01/2009",7.377,2,NA,NA
"04:57:00 02/05/2013",9.553,15,11.6,2
"04:57:00 03/05/2013",9.716,15,11.1,2
"04:57:00 04/05/2013",9.579,15,11.4,2
"04:57:00 05/05/2013",9.742,15,11.2,2
"04:57:00 06/05/2013",9.705,15,11.3,2
"04:57:00 07/01/2009",6.716,2,NA,NA
"04:57:00 07/05/2013",9.668,15,11.1,2
"04:57:00 08/05/2013",9.731,15,11.5,2
"04:57:00 09/05/2013",9.994,15,11.3,2
"04:57:00 10/05/2013",10.156,15,11.7,2
"04:57:00 11/05/2013",10.119,15,12,2
"04:57:00 12/05/2013",10.082,15,12.2,2
"04:57:00 13/05/2013",10.045,15,12.8,2
"04:57:00 14/05/2013",10.208,15,12.1,2
"04:57:00 15/05/2013",10.171,15,11.8,2
"04:58:00 07/01/2009",6.616,2,NA,NA
"05:00:00 02/02/2007",6.037,2,20.5,2
"05:00:00 02/05/2013",9.553,15,11.6,2
"05:00:00 02/10/2008",8.324,2,14.2,2
"05:00:00 02/12/2007",7.608,2,19.6,2
"05:00:00 02/12/2012",5.058,2,22,2
"05:00:00 03/01/2007",5.724,2,22.4,2
"05:00:00 03/01/2013",4.4,2,21.8,2
"05:00:00 03/05/2013",9.716,15,11.1,2
"05:00:00 03/12/2006",6.281,2,19.5,2
"05:00:00 04/04/2010",6.451,2,18.8,2
"05:00:00 04/05/2013",9.579,15,11.4,2
"05:00:00 05/02/2012",NA,161,22.7,2
"05:00:00 05/05/2013",9.742,15,11.2,2
"05:00:00 05/09/2007",8.8,2,11.5,2
"05:00:00 05/11/2007",9.623,2,14.7,2
"05:00:00 06/04/2008",7.716,2,15.6,2
"05:00:00 06/05/2013",9.705,15,11.3,2
"05:00:00 07/01/2010",7.374,2,21.6,2
"05:00:00 07/04/2011",6.972,2,17.1,2
"05:00:00 07/05/2013",9.668,15,11.1,2
"05:00:00 08/01/2012",NA,161,22.1,2
"05:00:00 08/05/2013",9.731,15,11.5,2
"05:00:00 08/10/2008",7.14,2,14.3,2
"05:00:00 09/02/2008",5.813,2,NA,NA
"05:00:00 09/02/2012",NA,161,20.6,2
"05:00:00 09/04/2011",7.323,2,17.5,2
"05:00:00 09/05/2013",9.994,15,11.3,2
"05:00:00 09/12/2006",5.462,2,21,2
"05:00:00 09/12/2007",5.503,2,21.3,2
"05:00:00 10/03/2011",5.766,100,20.2,2
"05:00:00 10/05/2013",10.157,15,11.7,2
"05:00:00 10/12/2006",5.032,2,21.1,2
"05:00:00 11/02/2008",5.834,2,22.7,2
"05:00:00 11/02/2012",NA,161,20.2,2
"05:00:00 11/05/2013",10.119,15,12,2
"05:00:00 11/09/2006",9.108,2,12.9,2
"05:00:00 11/10/2007",7.283,2,16,2
"05:00:00 12/01/2009",NA,NA,20.8,2
"05:00:00 12/02/2010",4.037,2,24.1,2
"05:00:00 12/05/2013",10.082,15,12.2,2
"05:00:00 12/10/2006",9.441,2,16.2,2
"05:00:00 12/12/2006",4.574,2,19.4,2
"05:00:00 13/05/2013",10.045,15,12.8,2
"05:00:00 13/09/2007",8.873,2,NA,NA
"05:00:00 13/10/2006",8.63,2,17.7,2
"05:00:00 13/11/2012",7.6,2,18.2,2
"05:00:00 13/12/2006",5.544,2,NA,NA
"05:00:00 13/12/2007",4.8,2,19.9,2
"05:00:00 14/02/2012",NA,161,21.1,2
"05:00:00 14/05/2013",10.208,15,12.1,2
"05:00:00 14/10/2006",8.619,2,17.7,2
"05:00:00 15/02/2008",4.875,2,21.4,2
"05:00:00 15/02/2010",4.702,2,23,2
"05:00:00 15/05/2013",10.171,15,11.8,2
"05:00:00 15/10/2006",8.607,2,16.5,2
"05:00:00 16/04/2010",7.967,2,16.4,2
"05:00:00 16/09/2006",8.639,2,14.5,2
"05:00:00 16/10/2006",8.996,2,15.6,2
"05:00:00 17/02/2011",2.469,100,22.8,2
"05:00:00 17/10/2007",7.845,2,15,2
"05:00:00 17/10/2010",7.523,2,14.6,2
"05:00:00 18/01/2009",7.732,2,22.8,2
"05:00:00 19/02/2010",5.655,2,22.2,2
"05:00:00 20/07/2007",10.817,2,7.9,2
"05:00:00 20/09/2006",9.003,2,15.5,2
"05:00:00 20/11/2007",8.327,2,NA,NA
"05:00:00 21/02/2008",5.737,2,21.1,2
"05:00:00 21/12/2006",5.508,2,20.9,2
"05:00:00 21/12/2008",NA,NA,18.5,2
"05:00:00 22/10/2006",9.527,2,14.8,2
"05:00:00 22/11/2007",7.314,2,20.2,2
"05:00:00 23/04/2010",7.792,2,18.9,2
"05:00:00 23/11/2009",6.471,2,20.2,2
"05:00:00 24/03/2010",6.319,2,20.9,2
"05:00:00 24/09/2006",10.968,2,15.2,2
"05:00:00 24/10/2007",NA,NA,16.8,2
"05:00:00 25/02/2010",6.686,2,21.5,2
"05:00:00 25/04/2010",8.228,2,17.7,2
"05:00:00 27/02/2007",5.028,2,22,2
"05:00:00 27/03/2006",6.065,2,18.6,2
"05:00:00 27/10/2007",7.281,2,17.3,2
"05:00:00 27/11/2007",7.282,2,19.4,2
"05:00:00 28/03/2010",5.516,2,20.2,2
"05:00:00 28/06/2007",10.08,2,NA,NA
"05:00:00 28/10/2007",7.074,2,18.2,2
"05:00:00 28/10/2009",NA,180,16.2,2
"05:00:00 29/10/2007",NA,NA,17.1,2
"05:00:00 29/10/2012",8.416,2,17,2
"05:00:00 30/01/2009",NA,180,NA,180
"05:00:00 30/11/2009",7.171,2,21,2
"05:00:00 31/01/2010",5.876,2,23.2,2
"05:00:00 31/12/2006",5.813,2,21.4,2
"05:01:00 12/01/2009",NA,NA,20.7,2
"05:01:00 15/01/2009",NA,NA,22.9,2
"05:02:00 15/01/2009",NA,NA,22.8,2
"05:03:00 02/05/2013",9.554,15,11.6,2
"05:03:00 03/05/2013",9.716,15,11.1,2
"05:03:00 04/05/2013",9.579,15,11.4,2
"05:03:00 05/05/2013",9.742,15,11.2,2
"05:03:00 06/05/2013",9.705,15,11.3,2
"05:03:00 07/05/2013",9.668,15,11,2
"05:03:00 08/05/2013",9.731,15,11.5,2
"05:03:00 09/05/2013",9.994,15,11.2,2
"05:03:00 10/05/2013",10.157,15,11.7,2
"05:03:00 11/05/2013",10.12,15,12,2
"05:03:00 12/05/2013",10.082,15,12.2,2
"05:03:00 13/05/2013",10.045,15,12.8,2
"05:03:00 14/05/2013",10.208,15,12.1,2
"05:03:00 15/05/2013",10.171,15,11.8,2
"05:04:00 11/01/2009",NA,NA,20.6,2
"05:05:00 11/01/2009",NA,NA,20.5,2
"05:06:00 02/05/2013",9.554,15,11.6,2
"05:06:00 03/05/2013",9.717,15,11.1,2
"05:06:00 04/05/2013",9.579,15,11.4,2
"05:06:00 05/05/2013",9.742,15,11.2,2
"05:06:00 06/05/2013",9.705,15,11.3,2
"05:06:00 07/05/2013",9.668,15,11,2
"05:06:00 08/05/2013",9.731,15,11.5,2
"05:06:00 09/05/2013",9.994,15,11.2,2
"05:06:00 10/05/2013",10.157,15,11.6,2
"05:06:00 11/05/2013",10.12,15,12,2
"05:06:00 12/05/2013",10.083,15,12.2,2
"05:06:00 13/05/2013",10.045,15,12.8,2
"05:06:00 14/05/2013",10.208,15,12.1,2
"05:06:00 15/05/2013",10.171,15,11.8,2
"05:08:00 05/01/2009",6.847,2,NA,NA
"05:08:00 25/12/2008",NA,NA,20.6,2
"05:08:00 31/12/2008",6.324,2,NA,NA
"05:09:00 02/05/2013",9.554,15,11.6,2
"05:09:00 03/05/2013",9.717,15,11.1,2
"05:09:00 04/05/2013",9.58,15,11.4,2
"05:09:00 05/01/2009",6.948,2,NA,NA
"05:09:00 05/05/2013",9.743,15,11.2,2
"05:09:00 06/05/2013",9.705,15,11.3,2
"05:09:00 07/05/2013",9.668,15,11,2
"05:09:00 08/05/2013",9.731,15,11.5,2
"05:09:00 09/01/2009",NA,NA,19.9,2
"05:09:00 09/05/2013",9.994,15,11.2,2
"05:09:00 10/05/2013",10.157,15,11.6,2
"05:09:00 11/05/2013",10.12,15,12,2
"05:09:00 12/05/2013",10.083,15,12.2,2
"05:09:00 13/05/2013",10.046,15,12.8,2
"05:09:00 14/05/2013",10.208,15,12.1,2
"05:09:00 15/05/2013",10.171,15,11.8,2
"05:09:00 25/12/2008",NA,NA,20.5,2
"05:09:00 31/12/2008",6.225,2,NA,NA
"05:10:00 09/01/2009",NA,NA,19.8,2
"05:10:00 10/01/2009",10.371,2,NA,NA
"05:11:00 10/01/2009",10.271,2,NA,NA
"05:11:00 14/01/2009",NA,NA,22,2
"05:12:00 02/05/2013",9.654,15,11.6,2
"05:12:00 03/05/2013",9.717,15,11.1,2
"05:12:00 04/05/2013",9.58,15,11.4,2
"05:12:00 05/05/2013",9.743,15,11.2,2
"05:12:00 06/05/2013",9.706,15,11.3,2
"05:12:00 07/05/2013",9.668,15,11,2
"05:12:00 08/05/2013",9.731,15,11.5,2
"05:12:00 09/05/2013",9.994,15,11.2,2
"05:12:00 10/05/2013",10.157,15,11.6,2
"05:12:00 11/05/2013",10.12,15,12,2
"05:12:00 12/05/2013",10.083,15,12.2,2
"05:12:00 13/05/2013",10.046,15,12.8,2
"05:12:00 14/01/2009",9.508,2,21.9,2
"05:12:00 14/05/2013",10.209,15,12.1,2
"05:12:00 15/05/2013",10.171,15,11.8,2
"05:13:00 01/01/2009",NA,NA,21.3,2
"05:13:00 12/01/2009",7.639,2,NA,NA
"05:13:00 13/01/2009",7.024,2,NA,NA
"05:13:00 14/01/2009",9.608,2,NA,NA
"05:13:00 16/01/2009",NA,NA,21.2,2
"05:14:00 01/01/2009",NA,NA,21.2,2
"05:14:00 12/01/2009",7.54,2,NA,NA
"05:14:00 13/01/2009",6.924,2,NA,NA
"05:15:00 01/01/2013",5.176,2,22,2
"05:15:00 01/09/2007",8.864,2,11.9,2
"05:15:00 01/10/2008",10.54,2,13.6,2
"05:15:00 01/11/2012",7.4,2,19.4,2
"05:15:00 01/12/2006",5.964,2,20.6,2
"05:15:00 01/12/2012",5.546,2,22.8,2
"05:15:00 02/01/2007",5.554,2,22,2
"05:15:00 02/05/2013",9.554,15,11.6,2
"05:15:00 02/11/2007",7.943,2,19.2,2
"05:15:00 02/11/2012",7.7,2,16.9,2
"05:15:00 03/01/2013",4.6,2,21.8,2
"05:15:00 03/02/2010",5.843,2,25.2,2
"05:15:00 03/02/2012",NA,161,20.7,2
"05:15:00 03/04/2007",5.01,2,18.2,2
"05:15:00 03/05/2013",9.717,15,11.1,2
"05:15:00 03/09/2006",7.582,2,14.1,2
"05:15:00 03/12/2012",4.77,2,22,2
"05:15:00 04/02/2010",5.73,2,25.7,2
"05:15:00 04/05/2013",9.58,15,11.4,2
"05:15:00 04/11/2012",7.5,2,18.3,2
"05:15:00 05/02/2008",5.973,2,25,2
"05:15:00 05/02/2012",NA,161,22.7,2
"05:15:00 05/03/2006",NA,180,NA,170
"05:15:00 05/05/2013",9.743,15,11.2,2
"05:15:00 05/12/2006",6.299,2,19.6,2
"05:15:00 06/01/2007",4.936,2,24.1,2
"05:15:00 06/02/2008",3.734,2,24.4,2
"05:15:00 06/02/2012",NA,161,21.2,2
"05:15:00 06/03/2008",5.338,2,19.2,2
"05:15:00 06/05/2013",9.706,15,11.3,2
"05:15:00 06/09/2006",8.181,2,12.8,2
"05:15:00 06/10/2008",5.969,2,15.7,2
"05:15:00 07/05/2013",9.668,15,11,2
"05:15:00 07/11/2007",9.211,2,16.5,2
"05:15:00 07/12/2006",5.522,2,20,2
"05:15:00 08/02/2008",4.854,2,22.9,2
"05:15:00 08/05/2010",7.386,2,14.6,2
"05:15:00 08/05/2013",9.731,15,11.5,2
"05:15:00 09/01/2010",6.944,2,24.4,2
"05:15:00 09/05/2013",9.994,15,11.2,2
"05:15:00 10/02/2007",5.89,2,21.7,2
"05:15:00 10/02/2012",NA,161,21.5,2
"05:15:00 10/05/2013",10.157,15,11.6,2
"05:15:00 10/10/2006",9.364,2,13.9,2
"05:15:00 11/05/2013",10.12,15,12,2
"05:15:00 11/08/2009",9.769,2,11.2,2
"05:15:00 12/05/2013",10.083,15,12.2,2
"05:15:00 12/09/2006",9.477,2,12.6,2
"05:15:00 12/12/2007",5.001,2,21.1,2
"05:15:00 13/01/2007",5.829,2,20.2,2
"05:15:00 13/02/2007",5.947,2,20.9,2
"05:15:00 13/02/2011",3.342,100,20.2,2
"05:15:00 13/05/2013",10.046,15,12.8,2
"05:15:00 13/09/2006",9.443,2,12.7,2
"05:15:00 13/12/2007",4.9,2,19.9,2
"05:15:00 14/05/2013",10.209,15,12.1,2
"05:15:00 15/05/2012",7.335,2,12.6,2
"05:15:00 15/05/2013",10.172,15,11.8,2
"05:15:00 15/09/2006",9.076,2,13.7,2
"05:15:00 15/11/2006",6.927,2,16.8,2
"05:15:00 15/11/2008",4.623,2,18.4,2
"05:15:00 16/10/2008",7.128,2,15.7,2
"05:15:00 16/11/2007",8.654,2,18.9,2
"05:15:00 17/01/2009",7.608,15,23.8,2
"05:15:00 17/03/2010",4.45,2,21,2
"05:15:00 17/09/2008",8.883,2,14,2
"05:15:00 18/04/2010",8.304,2,17.1,2
"05:15:00 18/09/2007",9.218,2,12.5,2
"05:15:00 19/01/2009",7.863,2,NA,NA
"05:15:00 19/08/2006",7.794,2,11.1,2
"05:15:00 20/03/2007",5.672,2,19.6,2
"05:15:00 20/03/2010",4.323,2,22.2,2
"05:15:00 20/11/2007",8.228,2,21.2,2
"05:15:00 20/12/2006",5.438,2,20.5,2
"05:15:00 21/02/2011",7.296,100,21.5,2
"05:15:00 22/01/2010",6.482,2,21.7,2
"05:15:00 22/08/2006",7.614,2,11.6,2
"05:15:00 22/12/2006",4.879,2,21.4,2
"05:15:00 23/08/2006",7.153,2,NA,NA
"05:15:00 23/09/2006",10.205,2,14.6,2
"05:15:00 24/02/2008",7.92,2,19.5,2
"05:15:00 24/04/2008",8.313,2,15.5,2
"05:15:00 24/10/2006",8.504,2,15.8,2
"05:15:00 24/12/2011",6.802,2,21.9,2
"05:15:00 25/01/2009",NA,180,NA,180
"05:15:00 25/01/2010",5.947,2,21.6,2
"05:15:00 25/02/2008",8.08,2,19.2,2
"05:15:00 25/07/2012",11.509,15,9.2,15
"05:15:00 25/09/2006",10.137,2,13.3,2
"05:15:00 26/02/2007",4.812,2,21.8,2
"05:15:00 26/09/2006",10.203,2,13,2
"05:15:00 26/11/2007",6.89,2,19.8,2
"05:15:00 27/10/2009",NA,180,15.6,2
"05:15:00 27/12/2012",6.218,2,21.7,2
"05:15:00 28/04/2010",8.583,2,16.1,2
"05:15:00 28/10/2008",7.559,2,15.6,2
"05:15:00 29/07/2007",9.115,2,9.3,2
"05:15:00 29/10/2008",7.34,2,16.9,2
"05:15:00 29/11/2006",5.847,2,20.9,2
"05:15:00 29/11/2007",6.81,2,20.7,2
"05:15:00 30/10/2012",7.5,2,18,2
"05:15:00 30/11/2006",6.056,2,19.9,2
"05:15:00 30/12/2006",5.943,2,20.2,2
"05:15:00 31/03/2010",6.188,2,19.8,2
"05:15:00 31/08/2007",8.255,2,12.6,2
"05:15:00 31/10/2006",7.824,2,16,2
"05:17:00 13/01/2009",NA,NA,21.5,2
"05:18:00 02/05/2013",9.554,15,11.6,2
"05:18:00 03/01/2009",NA,NA,19,2
"05:18:00 03/05/2013",9.717,15,11.1,2
"05:18:00 04/05/2013",9.58,15,11.4,2
"05:18:00 05/05/2013",9.743,15,11.2,2
"05:18:00 06/05/2013",9.706,15,11.3,2
"05:18:00 07/05/2013",9.669,15,11,2
"05:18:00 08/05/2013",9.732,15,11.5,2
"05:18:00 09/05/2013",9.994,15,11.2,2
"05:18:00 10/01/2009",NA,NA,19.4,2
"05:18:00 10/05/2013",10.157,15,11.6,2
"05:18:00 11/05/2013",10.12,15,12,2
"05:18:00 12/05/2013",10.083,15,12.2,2
"05:18:00 13/01/2009",NA,NA,21.4,2
"05:18:00 13/05/2013",10.046,15,12.8,2
"05:18:00 14/05/2013",10.209,15,12.1,2
"05:18:00 15/05/2013",10.172,15,11.8,2
"05:19:00 03/01/2009",NA,NA,18.9,2
"05:19:00 10/01/2009",NA,NA,19.3,2
"05:19:00 29/12/2008",6.356,2,NA,NA
"05:20:00 04/01/2009",7.264,2,NA,NA
"05:20:00 29/12/2008",6.256,2,22.2,2
"05:21:00 02/05/2013",9.654,15,11.6,2
"05:21:00 03/05/2013",9.717,15,11.1,2
"05:21:00 04/05/2013",9.58,15,11.4,2
"05:21:00 05/05/2013",9.743,15,11.2,2
"05:21:00 06/05/2013",9.706,15,11.2,2
"05:21:00 07/05/2013",9.669,15,11,2
"05:21:00 08/05/2013",9.732,15,11.5,2
"05:21:00 09/05/2013",9.994,15,11.2,2
"05:21:00 10/05/2013",10.157,15,11.6,2
"05:21:00 11/05/2013",10.12,15,12,2
"05:21:00 12/05/2013",10.083,15,12.2,2
"05:21:00 13/05/2013",10.046,15,12.8,2
"05:21:00 14/05/2013",10.209,15,12,2
"05:21:00 15/01/2009",NA,NA,22.8,2
"05:21:00 15/05/2013",10.172,15,11.8,2
"05:21:00 29/12/2008",NA,NA,22.1,2
"05:22:00 04/01/2009",7.264,2,NA,NA
"05:22:00 15/01/2009",NA,NA,22.7,2
"05:22:00 29/12/2008",NA,NA,22.2,2
"05:23:00 23/12/2008",NA,NA,20.4,2
"05:23:00 29/12/2008",NA,NA,22.1,2
"05:24:00 02/05/2013",9.555,15,11.6,2
"05:24:00 03/05/2013",9.717,15,11.1,2
"05:24:00 04/01/2009",7.264,2,NA,NA
"05:24:00 04/05/2013",9.58,15,11.4,2
"05:24:00 05/05/2013",9.743,15,11.2,2
"05:24:00 06/05/2013",9.706,15,11.2,2
"05:24:00 07/05/2013",9.669,15,11,2
"05:24:00 08/05/2013",9.732,15,11.5,2
"05:24:00 09/05/2013",9.994,15,11.2,2
"05:24:00 10/05/2013",10.158,15,11.6,2
"05:24:00 11/05/2013",10.12,15,12,2
"05:24:00 12/05/2013",10.083,15,12.2,2
"05:24:00 13/05/2013",10.046,15,12.8,2
"05:24:00 14/05/2013",10.209,15,12,2
"05:24:00 15/05/2013",10.172,15,11.8,2
"05:24:00 23/12/2008",NA,NA,20.3,2
"05:25:00 04/01/2009",7.164,2,NA,NA
"05:25:00 31/12/2008",6.226,2,NA,NA
"05:26:00 02/01/2009",NA,NA,19.4,2
"05:26:00 31/12/2008",6.326,2,NA,NA
"05:27:00 02/01/2009",NA,NA,19.3,2
"05:27:00 02/05/2013",9.555,15,11.6,2
"05:27:00 03/05/2013",9.718,15,11.1,2
"05:27:00 04/01/2009",7.164,2,NA,NA
"05:27:00 04/05/2013",9.58,15,11.4,2
"05:27:00 05/05/2013",9.743,15,11.2,2
"05:27:00 06/05/2013",9.706,15,11.2,2
"05:27:00 07/05/2013",9.669,15,11,2
"05:27:00 08/05/2013",9.732,15,11.5,2
"05:27:00 09/05/2013",9.995,15,11.2,2
"05:27:00 10/05/2013",10.158,15,11.6,2
"05:27:00 11/05/2013",10.121,15,12,2
"05:27:00 12/05/2013",10.083,15,12.2,2
"05:27:00 13/05/2013",10.046,15,12.8,2
"05:27:00 14/05/2013",10.209,15,12,2
"05:27:00 15/05/2013",10.172,15,11.8,2
"05:28:00 11/01/2009",8.956,2,NA,NA
"05:29:00 11/01/2009",8.855,2,NA,NA
"05:30:00 01/01/2007",5.084,2,21.5,2
"05:30:00 01/02/2007",6.318,2,19.7,2
"05:30:00 02/02/2012",NA,161,21.7,2
"05:30:00 02/05/2013",9.555,15,11.6,2
"05:30:00 02/10/2008",8.526,2,14.2,2
"05:30:00 03/01/2013",4.8,2,21.8,2
"05:30:00 03/03/2006",NA,180,NA,170
"05:30:00 03/05/2013",9.718,15,11.1,2
"05:30:00 04/01/2012",NA,161,25.8,2
"05:30:00 04/02/2012",NA,161,22,2
"05:30:00 04/05/2013",9.581,15,11.4,2
"05:30:00 05/01/2007",NA,NA,23.9,2
"05:30:00 05/02/2007",5.394,2,22.4,2
"05:30:00 05/02/2012",NA,161,22.7,2
"05:30:00 05/04/2010",6.871,2,18.9,2
"05:30:00 05/05/2013",9.743,15,11.2,2
"05:30:00 05/09/2006",8.417,2,12.4,2
"05:30:00 05/11/2012",7.2,2,19.1,2
"05:30:00 05/12/2012",5.302,2,19,2
"05:30:00 06/01/2012",NA,161,23.3,2
"05:30:00 06/03/2006",NA,180,NA,170
"05:30:00 06/04/2007",5.214,2,16.5,2
"05:30:00 06/05/2013",9.706,15,11.2,2
"05:30:00 07/05/2013",9.669,15,11,2
"05:30:00 07/11/2008",5.973,2,17.7,2
"05:30:00 08/01/2009",6.802,2,20.6,2
"05:30:00 08/02/2010",5.085,2,23,2
"05:30:00 08/03/2010",5.234,2,22.3,2
"05:30:00 08/05/2013",9.732,15,11.5,2
"05:30:00 08/10/2008",7.442,2,NA,NA
"05:30:00 08/12/2006",5.693,2,20,2
"05:30:00 09/01/2007",5.948,2,20.8,2
"05:30:00 09/02/2012",NA,161,20.6,2
"05:30:00 09/04/2011",7.624,2,17.5,2
"05:30:00 09/05/2013",9.995,15,11.2,2
"05:30:00 09/09/2006",8.981,2,12.5,2
"05:30:00 10/03/2011",5.966,100,20.3,2
"05:30:00 10/05/2013",10.158,15,11.6,2
"05:30:00 10/09/2006",8.948,2,12.7,2
"05:30:00 11/05/2013",10.121,15,12,2
"05:30:00 11/09/2007",8.655,2,13.3,2
"05:30:00 11/12/2007",5.701,2,20.3,2
"05:30:00 12/02/2007",5.328,2,20.5,2
"05:30:00 12/02/2011",3.161,100,21.4,2
"05:30:00 12/05/2013",10.084,15,12.2,2
"05:30:00 12/09/2007",9.063,2,12.8,2
"05:30:00 12/11/2012",7.3,2,19.3,2
"05:30:00 13/02/2008",5.458,2,21.1,2
"05:30:00 13/02/2010",5.127,2,24.2,2
"05:30:00 13/02/2012",NA,161,20.6,2
"05:30:00 13/04/2011",8.326,2,17.4,2
"05:30:00 13/05/2013",10.046,15,12.8,2
"05:30:00 13/10/2010",7.269,2,16.7,2
"05:30:00 13/12/2006",5.646,2,18.6,2
"05:30:00 13/12/2007",4.9,2,20,2
"05:30:00 14/05/2013",10.209,15,12,2
"05:30:00 14/09/2006",9.312,2,13.5,2
"05:30:00 15/01/2007",5.671,2,20.9,2
"05:30:00 15/02/2010",4.804,2,23,2
"05:30:00 15/03/2011",4.85,100,20.3,2
"05:30:00 15/04/2007",5.426,2,16.9,2
"05:30:00 15/04/2010",6.951,2,16,2
"05:30:00 15/05/2013",10.172,15,11.8,2
"05:30:00 15/10/2006",8.807,2,16.4,2
"05:30:00 16/01/2007",6.342,2,21.4,2
"05:30:00 16/03/2010",4.527,2,20.2,2
"05:30:00 16/04/2010",8.069,2,16.4,2
"05:30:00 16/06/2007",9.75,2,8.8,2
"05:30:00 17/08/2010",11.09,15,10.1,2
"05:30:00 17/12/2006",5.728,2,19.3,2
"05:30:00 18/03/2007",5.44,2,18.7,2
"05:30:00 18/03/2010",4.275,2,21.6,2
"05:30:00 18/09/2006",9.177,2,14.6,2
"05:30:00 18/10/2010",9.085,2,13.4,2
"05:30:00 18/11/2006",7.153,2,16.6,2
"05:30:00 19/02/2007",4.498,2,24.3,2
"05:30:00 19/04/2010",7.623,2,17,2
"05:30:00 19/07/2007",11.007,2,NA,NA
"05:30:00 20/03/2008",3.956,2,20.6,2
"05:30:00 20/11/2007",8.129,2,21.1,2
"05:30:00 21/02/2008",6.04,2,21,2
"05:30:00 21/02/2010",5.134,2,23.4,2
"05:30:00 21/04/2010",6.959,2,18,2
"05:30:00 21/09/2006",9.175,2,NA,NA
"05:30:00 23/01/2010",5.972,2,21.3,2
"05:30:00 23/02/2008",8.061,2,20.3,2
"05:30:00 23/03/2010",6.696,2,20.7,2
"05:30:00 23/03/2011",3.525,100,20.6,2
